Arabic,Tafseer
عُرُباً أَتْرَاباً,"Lovers) to their husbands and flirtatious with them, (friends) all with the same age, i.e. 33 years of age,"
لأَصْحَابِ ٱلْيَمِينِ,(For those on the right hand) for the inhabitants of Paradise and all of them are the inhabitants of Paradise;
ثُلَّةٌ مِّنَ ٱلأَوَّلِينَ,(A multitude of those of old) a group of people from among the nations which came before Muhammad (pbuh)
وَثُلَّةٌ مِّنَ ٱلآخِرِينَ,"(And a multitude of those of later time) a group of people from the later nations, which is the community of Muhammad (pbuh); and it is also said that both groups of people belong to the community of Muhammad (pbuh)."
وَأَصْحَابُ ٱلشِّمَالِ مَآ أَصْحَابُ ٱلشِّمَالِ,"(And those on the left hand) the inhabitants of the Fire: (What of those on the left hand) what do you know, O Muhammad, about the degradation and punishment of the people of the Fire?"
فِي سَمُومٍ وَحَمِيمٍ,(In scorching wind) in the flames of the Fire; it is also said: in the scorching wind of the Fire; and it is also said that this means: in the ice-biting wind of the Fire (and scalding water) and boiling water.
وَظِلٍّ مِّن يَحْمُومٍ,"(And shadow of black smoke) over them in Gehenna,"
لاَّ بَارِدٍ وَلاَ كَرِيمٍ,(Neither cool) to reinvigorate them (nor refreshing) nor any good for them; it is also said that this means: their drink is not refreshing nor is their punishment good.
إِنَّهُمْ كَانُواْ قَبْلَ ذَلِكَ مُتْرَفِينَ,(Lo! Heretofore) in the life of the world (they were effete with luxury) they were prodigal; it is also said that this means: they were immersed in comfort; and it is also said that this means: they were bewildered.
وَكَانُواْ يُصِرُّونَ عَلَى ٱلْحِنثِ ٱلْعَظِيمِ,(And used to persist) in the life of the world (in the awful sin) i.e. associating partners with Allah; and it is also said that this refers to the lying oath.
وَكَانُواْ يِقُولُونَ أَإِذَا مِتْنَا وَكُنَّا تُرَاباً وَعِظَاماً أَإِنَّا لَمَبْعُوثُونَ,"(And they used to say) in the life of the world: (When we are dead and have come) scattered (dust and) rotten (bones, shall we then, forsooth, be raised again) shall we then be given life again,"
أَوَ آبَآؤُنَا ٱلأَوَّلُونَ,"When the prophets answered in the affirmative, they asked the prophets: (And also our forefathers) who died before us?"
قُلْ إِنَّ ٱلأَوَّلِينَ وَٱلآخِرِينَ,"(Say) O Muhammad, to the people of Mecca: (Lo! those of old and those of later time"
لَمَجْمُوعُونَ إِلَىٰ مِيقَاتِ يَوْمٍ مَّعْلُومٍ,"Will all be brought together to the tryst of an appointed day) a well-known day, which is the Day of Judgement, whereby the people of old and the people of later times will be brought all together."
ثُمَّ إِنَّكُمْ أَيُّهَا ٱلضِّآلُّونَ ٱلْمُكَذِّبُونَ,"(Then lo! ye, the erring) from faith and guidance, (the deniers) of Allah, His Messenger and Scripture. This refers to Abu Jahl and his host,"
لأَكِلُونَ مِن شَجَرٍ مِّن زَقُّومٍ,(Ye verily will eat of a tree called Zaqqum
فَمَالِئُونَ مِنْهَا ٱلْبُطُونَ,And will fill your bellies therewith) from the trees of Zaqqum which grow inside the Fire;
فَشَارِبُونَ عَلَيْهِ مِنَ ٱلْحَمِيمِ,"(And thereon) and upon eating from the Zaqqum (ye will drink of boiling water,"
فَشَارِبُونَ شُرْبَ ٱلْهِيمِ,Drinking even as the camel drinketh) drinking even as a thirsty and sick camel do: it hardly gets filled; it is also said that this means: even as a thirsty camel drinks upon eating sour food.
هَـٰذَا نُزُلُهُمْ يَوْمَ ٱلدِّينِ,(This will be their welcome) this will be their food and drink (on the Day of Judgement) on the Day of Reckoning.
نَحْنُ خَلَقْنَاكُمْ فَلَوْلاَ تُصَدِّقُونَ,(We created you) O people of Mecca. (Will ye then admit the Truth) will you then believe in the Messenger?
أَفَرَأَيْتُمْ مَّا تُمْنُونَ,(Have ye seen that which ye emit) in the wombs of women?
ءَأَنتُمْ تَخْلُقُونَهُ أَم نَحْنُ ٱلْخَالِقُونَ,"(Do ye) O people of Mecca (create it) as a human life, male or female, felicitous or damned (or are We the Creator)? No indeed, you are not the Creator, We are."
نَحْنُ قَدَّرْنَا بَيْنَكُمُ ٱلْمَوْتَ وَمَا نَحْنُ بِمَسْبُوقِينَ,"(We mete out death among you) We made you equal as far as death is concerned, such that all of you will die; it is also said that this means: We apportioned between you your lifespan until you die. Some of you will live to 100 years, others to 80, some to 50, some to more and others to less, (and We are not to be outrun) and We are capable of doing so,"
عَلَىٰ أَن نُّبَدِّلَ أَمْثَـٰلَكُمْ وَنُنشِئَكُمْ فِي مَا لاَ تَعْلَمُونَ,(That We may transfigure you) that We may destroy you and bring instead other people who are better and more obedient than you (and make you) and create you on the Day of Judgement in (what ye know not) in a form that you know not: with dark faces and bluish eyes; it is also said that this means: in the form of apes and swine; and it is also said that this means: We shall place your spirits in the Fire which you do not believe in.
وَلَقَدْ عَلِمْتُمُ ٱلنَّشْأَةَ ٱلأُولَىٰ فَلَوْلاَ تَذَكَّرُونَ,"(And verily ye know) O people of Mecca (the first creation) in the wombs of mothers; and it is also said: the creation of Adam. (Why, then, do ye not reflect) upon the first creation and thus believe in the second creation?"
أَفَرَأَيْتُم مَّا تَحْرُثُونَ,(Have ye seen that which ye cultivate) of grains?
ءَأَنتُمْ تَزْرَعُونَهُ أَمْ نَحْنُ ٱلزَّارِعُونَ,"(Is it ye) O people of Mecca (who foster it) who makes it grow, (or are We the Fosterer) or are We the One to make it grow?"
لَوْ نَشَآءُ لَجَعَلْنَاهُ حُطَاماً فَظَلْتُمْ تَفَكَّهُونَ,"(If We willed, We verily could make it) the cultivation (chaff) and dry after being green, (then would ye cease not to exclaim) then you would wonder at its dryness and destruction, and exclaim:"
إِنَّا لَمُغْرَمُونَ,(Lo! we are laden with debt) we are being punished by the destruction of our cultivations!
بَلْ نَحْنُ مَحْرُومُونَ,"(Nay, but we are deprived) we are deprived of our cultivations! It is also said that this means: we are being fought against!"
أَفَرَءَيْتُمُ ٱلْمَآءَ ٱلَّذِي تَشْرَبُونَ,(Have ye) O people of Mecca (observed the) pure (water which ye drink) irrigate your fields with and give to your cattle to drink?
ءَأَنتُمْ أَنزَلْتُمُوهُ مِنَ ٱلْمُزْنِ أَمْ نَحْنُ ٱلْمُنزِلُونَ,"(Is it ye) O people of Mecca (who shed it from the rain cloud, or are We the Shedder?) Indeed, it is We Who send it down to you."
لَوْ نَشَآءُ جَعَلْنَاهُ أُجَاجاً فَلَوْلاَ تَشْكُرُونَ,"(If We willed We verily could make it) i.e. pure water (bitter. Why, then, give ye not thanks) for its purity and therefore believe?"
أَفَرَأَيْتُمُ ٱلنَّارَ ٱلَّتِي تُورُونَ,(Have ye observed the Fire which ye strike out) from every dry twig except for the twigs of the Jujube tree;
أَأَنتُمْ أَنشَأْتُمْ شَجَرَتَهَآ أَمْ نَحْنُ ٱلْمُنشِئُونَ,"(Was it ye) O people of Mecca (who made the tree thereof to grow) is it you who created the trees from which fire can be struck out, (or were We the Grower) or are We the Creator?"
نَحْنُ جَعَلْنَاهَا تَذْكِرَةً وَمَتَاعاً لِّلْمُقْوِينَ,"(We, even We, appointed it) i.e. the Fire (a memorial) a reminder of the Fire of the Hereafter (and a comfort) a benefit (for the dwellers in the wilderness) for the travellers in the wilderness."
فَسَبِّحْ بِٱسْمِ رَبِّكَ ٱلْعَظِيمِ,"(Therefore (O Muhammad), praise the name of thy Lord, the Tremendous) therefore pray in the name of your Lord, the Mighty; it is also said that this means: remember the divine Oneness of your Lord, the Mighty."
فَلاَ أُقْسِمُ بِمَوَاقِعِ ٱلنُّجُومِ,"(Nay, I swear by the places of the stars) I swear by the revelation of the Qur'an in instalments (nujuman) unto Muhammad (pbuh)."
وَإِنَّهُ لَقَسَمٌ لَّوْ تَعْلَمُونَ عَظِيمٌ,"(And lo! That) i.e. the Qur'an (verily is a tremendous oath, if ye but knew) if you but believe."
إِنَّهُ لَقُرْآنٌ كَرِيمٌ,(That (this) is indeed a noble Qur'an) a noble and bounteous Qur'an
فِي كِتَابٍ مَّكْنُونٍ,(In a Book kept hidden) it is written down in the Guarded Tablet; and this is why the oath was made
لاَّ يَمَسُّهُ إِلاَّ ٱلْمُطَهَّرُونَ,"(Which none toucheth) i.e. the Guarded Tablet (save the purified) from ritual impurities and sins, i.e. the angels; it is also said that this means: none acts upon the Qur'an except those who are given success,"
تَنزِيلٌ مِّن رَّبِّ ٱلْعَالَمِينَ,(A revelation) a speech (from the Lord of the Worlds) unto Muhammad (pbuh).
أَفَبِهَـٰذَا ٱلْحَدِيثِ أَنتُمْ مُّدْهِنُونَ,"(Is it this Statement) is it this Qur'an which Muhammad (pbuh) recites to you, O people of Mecca, (that ye scorn) that you deny, and claim that there is no Paradise or hell, resurrection or reckoning, as the Prophet says,"
وَتَجْعَلُونَ رِزْقَكُمْ أَنَّكُمْ تُكَذِّبُونَ,(And make denial thereof your livelihood) and say about the rain that you are given: we were given rain because of such-and-such a storm?
فَلَوْلاَ إِذَا بَلَغَتِ ٱلْحُلْقُومَ,"(Why, then, when (the soul) cometh up to the throat (of the dying)"
وَأَنتُمْ حِينَئِذٍ تَنظُرُونَ,And ye) O people of Mecca (are at that moment looking) when his soul will come out
وَنَحْنُ أَقْرَبُ إِلَيْهِ مِنكُمْ وَلَـٰكِن لاَّ تُبْصِرُونَ,"(And We are nearer unto him) the angel of death and his aids are closer to the dying person (than ye are) than his own family, (but ye see not) the angel of death and his aids."
فَلَوْلاَ إِن كُنتُمْ غَيْرَ مَدِينِينَ,"(Why then, if ye are not in bondage (unto Us)) if you are not legally bound, rewarded or taken to task,"
تَرْجِعُونَهَآ إِن كُنتُمْ صَادِقِينَ,"(Do ye not force it back) force the soul back to the body, (if ye are truthful) that you are not legally bound?"
